Antibiótico,Microrganismo,sítio,Ano,periodo,n_amostra,n_sensivel,Sensibilidade
Ceftaroline,Staphylococcus Aureus,Hemocultura,2023,1º sem. de 2023,15,13,87.0
Ciprofloxacina,Staphylococcus Aureus,Hemocultura,2023,1º sem. de 2023,15,13,87.0
Clindamicina,Staphylococcus Aureus,Hemocultura,2023,1º sem. de 2023,15,13,87.0
Eritromicina,Staphylococcus Aureus,Hemocultura,2023,1º sem. de 2023,15,13,87.0
Linezolida,Staphylococcus Aureus,Hemocultura,2023,1º sem. de 2023,15,13,87.0
Oxacilina,Staphylococcus Aureus,Hemocultura,2023,1º sem. de 2023,15,13,87.0
Penicilina ,Staphylococcus Aureus,Hemocultura,2023,1º sem. de 2023,15,13,87.0
Rifampicina,Staphylococcus Aureus,Hemocultura,2023,1º sem. de 2023,15,13,87.0
Smx-Tmp,Staphylococcus Aureus,Hemocultura,2023,1º sem. de 2023,15,13,87.0
Teicoplanina,Staphylococcus Aureus,Hemocultura,2023,1º sem. de 2023,15,13,87.0
Tetraciclinas,Staphylococcus Aureus,Hemocultura,2023,1º sem. de 2023,15,13,87.0
Tobramicina,Staphylococcus Aureus,Hemocultura,2023,1º sem. de 2023,15,13,87.0
Vancomicina,Staphylococcus Aureus,Hemocultura,2023,1º sem. de 2023,15,13,87.0
Ampicilina,Staphylococcus Aureus,Hemocultura,2023,1º sem. de 2023,15,13,87.0
Cefadroxil,Staphylococcus Aureus,Hemocultura,2023,1º sem. de 2023,15,13,87.0
Ceftaroline,Staphylococcus Aureus,Hemocultura,2023,1º sem. de 2023,15,13,87.0
Ciprofloxacina,Staphylococcus Aureus,Hemocultura,2023,1º sem. de 2023,15,13,87.0
Clindamicina,Staphylococcus Aureus,Hemocultura,2023,1º sem. de 2023,15,13,87.0
Eritromicina,Staphylococcus Aureus,Hemocultura,2023,1º sem. de 2023,15,13,87.0
Linezolida,Staphylococcus Aureus,Hemocultura,2023,1º sem. de 2023,15,13,87.0
Oxacilina,Staphylococcus Aureus,Hemocultura,2023,1º sem. de 2023,15,13,87.0
Penicilina ,Staphylococcus Aureus,Hemocultura,2023,1º sem. de 2023,15,13,87.0
Rifampicina,Staphylococcus Aureus,Hemocultura,2023,1º sem. de 2023,15,13,87.0
Smx-Tmp,Staphylococcus Aureus,Hemocultura,2023,1º sem. de 2023,15,13,87.0
Teicoplanina,Staphylococcus Aureus,Hemocultura,2023,1º sem. de 2023,15,13,87.0
Tetraciclinas,Staphylococcus Aureus,Hemocultura,2023,1º sem. de 2023,15,13,87.0
Tobramicina,Staphylococcus Aureus,Hemocultura,2023,1º sem. de 2023,15,13,87.0
Vancomicina,Staphylococcus Aureus,Hemocultura,2023,1º sem. de 2023,15,13,87.0
Amicacina,Pseudomonas Aeruginosa,Secreção Traqueal,2023,2º sem. de 2023,11,9,82.0
Aztreonam,Pseudomonas Aeruginosa,Secreção Traqueal,2023,2º sem. de 2023,11,9,82.0
Cefepime,Pseudomonas Aeruginosa,Secreção Traqueal,2023,2º sem. de 2023,11,9,82.0
Ceftazidima,Pseudomonas Aeruginosa,Secreção Traqueal,2023,2º sem. de 2023,11,9,82.0
Ciprofloxacina,Pseudomonas Aeruginosa,Secreção Traqueal,2023,2º sem. de 2023,11,9,82.0
Gentamicina,Pseudomonas Aeruginosa,Secreção Traqueal,2023,2º sem. de 2023,11,9,82.0
Imipenem,Pseudomonas Aeruginosa,Secreção Traqueal,2023,2º sem. de 2023,11,9,82.0
Levofloxacim,Pseudomonas Aeruginosa,Secreção Traqueal,2023,2º sem. de 2023,11,9,82.0
Meropenem,Pseudomonas Aeruginosa,Secreção Traqueal,2023,2º sem. de 2023,11,9,82.0
Piperacilina/Tozobactan,Pseudomonas Aeruginosa,Secreção Traqueal,2023,2º sem. de 2023,11,9,82.0
Tobramicina,Pseudomonas Aeruginosa,Secreção Traqueal,2023,2º sem. de 2023,11,9,82.0
Amicacina,Escherichia Coli,Urocultura,2023,2º sem. de 2023,19,7,37.0
Amoxicilina/Ac. Clavulânico,Escherichia Coli,Urocultura,2023,2º sem. de 2023,19,7,37.0
Ampicilina,Escherichia Coli,Urocultura,2023,2º sem. de 2023,19,7,37.0
Aztreonam,Escherichia Coli,Urocultura,2023,2º sem. de 2023,19,7,37.0
Cefadroxil,Escherichia Coli,Urocultura,2023,2º sem. de 2023,19,7,37.0
Cefepime,Escherichia Coli,Urocultura,2023,2º sem. de 2023,19,7,37.0
Cefotaxima,Escherichia Coli,Urocultura,2023,2º sem. de 2023,19,7,37.0
Ceftazidima,Escherichia Coli,Urocultura,2023,2º sem. de 2023,19,7,37.0
Ceftriaxona,Escherichia Coli,Urocultura,2023,2º sem. de 2023,19,7,37.0
Ciprofloxacina,Escherichia Coli,Urocultura,2023,2º sem. de 2023,19,7,37.0
Ertapenem,Escherichia Coli,Urocultura,2023,2º sem. de 2023,19,7,37.0
Fosfomicina,Escherichia Coli,Urocultura,2023,2º sem. de 2023,19,7,37.0
Gentamicina,Escherichia Coli,Urocultura,2023,2º sem. de 2023,19,7,37.0
Imipenem,Escherichia Coli,Urocultura,2023,2º sem. de 2023,19,7,37.0
Levofloxacim,Escherichia Coli,Urocultura,2023,2º sem. de 2023,19,7,37.0
Meropenem,Escherichia Coli,Urocultura,2023,2º sem. de 2023,19,7,37.0
Piperacilina/Tozobactan,Escherichia Coli,Urocultura,2023,2º sem. de 2023,19,7,37.0
Smx-Tmp,Escherichia Coli,Urocultura,2023,2º sem. de 2023,19,7,37.0
Tobramicina,Escherichia Coli,Urocultura,2023,2º sem. de 2023,19,7,37.0
Amicacina,Pseudomonas Aeruginosa,Urocultura,2023,2º sem. de 2023,10,5,50.0
Aztreonam,Pseudomonas Aeruginosa,Urocultura,2023,2º sem. de 2023,10,5,50.0
Cefepime,Pseudomonas Aeruginosa,Urocultura,2023,2º sem. de 2023,10,5,50.0
Ceftazidima,Pseudomonas Aeruginosa,Urocultura,2023,2º sem. de 2023,10,5,50.0
Ciprofloxacina,Pseudomonas Aeruginosa,Urocultura,2023,2º sem. de 2023,10,5,50.0
Gentamicina,Pseudomonas Aeruginosa,Urocultura,2023,2º sem. de 2023,10,5,50.0
Levofloxacim,Pseudomonas Aeruginosa,Urocultura,2023,2º sem. de 2023,10,5,50.0
Meropenem,Pseudomonas Aeruginosa,Urocultura,2023,2º sem. de 2023,10,5,50.0
Piperacilina/Tozobactan,Pseudomonas Aeruginosa,Urocultura,2023,2º sem. de 2023,10,5,50.0
Tobramicina,Pseudomonas Aeruginosa,Urocultura,2023,2º sem. de 2023,10,5,50.0
Amicacina,Pseudomonas Aeruginosa,Vigilancia,2023,1º sem. de 2023,11,3,27.0
Aztreonam,Pseudomonas Aeruginosa,Vigilancia,2023,1º sem. de 2023,11,3,27.0
Cefepime,Pseudomonas Aeruginosa,Vigilancia,2023,1º sem. de 2023,11,3,27.0
Ceftazidima,Pseudomonas Aeruginosa,Vigilancia,2023,1º sem. de 2023,11,3,27.0
Ciprofloxacina,Pseudomonas Aeruginosa,Vigilancia,2023,1º sem. de 2023,11,3,27.0
Imipenem,Pseudomonas Aeruginosa,Vigilancia,2023,1º sem. de 2023,11,3,27.0
Levofloxacim,Pseudomonas Aeruginosa,Vigilancia,2023,1º sem. de 2023,11,3,27.0
Linezolida,Pseudomonas Aeruginosa,Vigilancia,2023,1º sem. de 2023,11,3,27.0
Minociclina,Pseudomonas Aeruginosa,Vigilancia,2023,1º sem. de 2023,11,3,27.0
Polimixina,Pseudomonas Aeruginosa,Vigilancia,2023,1º sem. de 2023,11,3,27.0
Vancomicina,Pseudomonas Aeruginosa,Vigilancia,2023,1º sem. de 2023,11,3,27.0
Amicacina,Enterobacter Spp ,Secreção Traqueal,2023,1º sem. de 2023,18,15,83.0
Amoxicilina/Ac. Clavulânico,Enterobacter Spp ,Secreção Traqueal,2023,1º sem. de 2023,18,15,83.0
Ampicilina,Enterobacter Spp ,Secreção Traqueal,2023,1º sem. de 2023,18,15,83.0
Aztreonam,Enterobacter Spp ,Secreção Traqueal,2023,1º sem. de 2023,18,15,83.0
Cefepime,Enterobacter Spp ,Secreção Traqueal,2023,1º sem. de 2023,18,15,83.0
Cefotaxima,Enterobacter Spp ,Secreção Traqueal,2023,1º sem. de 2023,18,15,83.0
Ceftazidima,Enterobacter Spp ,Secreção Traqueal,2023,1º sem. de 2023,18,15,83.0
Ceftazidime/Avbactam,Enterobacter Spp ,Secreção Traqueal,2023,1º sem. de 2023,18,15,83.0
Ceftriaxona,Enterobacter Spp ,Secreção Traqueal,2023,1º sem. de 2023,18,15,83.0
Ciprofloxacina,Enterobacter Spp ,Secreção Traqueal,2023,1º sem. de 2023,18,15,83.0
Ertapenem,Enterobacter Spp ,Secreção Traqueal,2023,1º sem. de 2023,18,15,83.0
Gentamicina,Enterobacter Spp ,Secreção Traqueal,2023,1º sem. de 2023,18,15,83.0
Imipenem,Enterobacter Spp ,Secreção Traqueal,2023,1º sem. de 2023,18,15,83.0
Levofloxacim,Enterobacter Spp ,Secreção Traqueal,2023,1º sem. de 2023,18,15,83.0
Meropenem,Enterobacter Spp ,Secreção Traqueal,2023,1º sem. de 2023,18,15,83.0
Piperacilina/Tozobactan,Enterobacter Spp ,Secreção Traqueal,2023,1º sem. de 2023,18,15,83.0
Smx-Tmp,Enterobacter Spp ,Secreção Traqueal,2023,1º sem. de 2023,18,15,83.0
Tobramicina,Enterobacter Spp ,Secreção Traqueal,2023,1º sem. de 2023,18,15,83.0
Amicacina,Klebsiella Spp,Liquidos Nobres,2023,1º sem. de 2023,16,14,88.0
Ampicilina,Klebsiella Spp,Liquidos Nobres,2023,1º sem. de 2023,16,14,88.0
Aztreonam,Klebsiella Spp,Liquidos Nobres,2023,1º sem. de 2023,16,14,88.0
Cefepime,Klebsiella Spp,Liquidos Nobres,2023,1º sem. de 2023,16,14,88.0
Cefotaxima,Klebsiella Spp,Liquidos Nobres,2023,1º sem. de 2023,16,14,88.0
Ceftazidima,Klebsiella Spp,Liquidos Nobres,2023,1º sem. de 2023,16,14,88.0
Ceftazidime/Avbactam,Klebsiella Spp,Liquidos Nobres,2023,1º sem. de 2023,16,14,88.0
Ceftriaxona,Klebsiella Spp,Liquidos Nobres,2023,1º sem. de 2023,16,14,88.0
Ciprofloxacina,Klebsiella Spp,Liquidos Nobres,2023,1º sem. de 2023,16,14,88.0
Ertapenem,Klebsiella Spp,Liquidos Nobres,2023,1º sem. de 2023,16,14,88.0
Imipenem,Klebsiella Spp,Liquidos Nobres,2023,1º sem. de 2023,16,14,88.0
Levofloxacim,Klebsiella Spp,Liquidos Nobres,2023,1º sem. de 2023,16,14,88.0
Meropenem,Klebsiella Spp,Liquidos Nobres,2023,1º sem. de 2023,16,14,88.0
Piperacilina/Tozobactan,Klebsiella Spp,Liquidos Nobres,2023,1º sem. de 2023,16,14,88.0
Smx-Tmp,Klebsiella Spp,Liquidos Nobres,2023,1º sem. de 2023,16,14,88.0
Tobramicina,Klebsiella Spp,Liquidos Nobres,2023,1º sem. de 2023,16,14,88.0
Amicacina,Pseudomonas Aeruginosa,Secreção,2023,1º sem. de 2023,12,12,100.0
Aztreonam,Pseudomonas Aeruginosa,Secreção,2023,1º sem. de 2023,12,12,100.0
Cefepime,Pseudomonas Aeruginosa,Secreção,2023,1º sem. de 2023,12,12,100.0
Ceftazidima,Pseudomonas Aeruginosa,Secreção,2023,1º sem. de 2023,12,12,100.0
Ceftazidime/Avbactam,Pseudomonas Aeruginosa,Secreção,2023,1º sem. de 2023,12,12,100.0
Ciprofloxacina,Pseudomonas Aeruginosa,Secreção,2023,1º sem. de 2023,12,12,100.0
Gentamicina,Pseudomonas Aeruginosa,Secreção,2023,1º sem. de 2023,12,12,100.0
Imipenem,Pseudomonas Aeruginosa,Secreção,2023,1º sem. de 2023,12,12,100.0
Levofloxacim,Pseudomonas Aeruginosa,Secreção,2023,1º sem. de 2023,12,12,100.0
Meropenem,Pseudomonas Aeruginosa,Secreção,2023,1º sem. de 2023,12,12,100.0
Piperacilina/Tozobactan,Pseudomonas Aeruginosa,Secreção,2023,1º sem. de 2023,12,12,100.0
Tobramicina,Pseudomonas Aeruginosa,Secreção,2023,1º sem. de 2023,12,12,100.0
Ampicilina,Enterococcus Faecalis,Urocultura,2023,2º sem. de 2023,10,9,90.0
Ciprofloxacina,Enterococcus Faecalis,Urocultura,2023,2º sem. de 2023,10,9,90.0
Fosfomicina,Enterococcus Faecalis,Urocultura,2023,2º sem. de 2023,10,9,90.0
Gentamicina,Enterococcus Faecalis,Urocultura,2023,2º sem. de 2023,10,9,90.0
Levofloxacim,Enterococcus Faecalis,Urocultura,2023,2º sem. de 2023,10,9,90.0
Linezolida,Enterococcus Faecalis,Urocultura,2023,2º sem. de 2023,10,9,90.0
Nitrofurantoina,Enterococcus Faecalis,Urocultura,2023,2º sem. de 2023,10,9,90.0
Penicilina ,Enterococcus Faecalis,Urocultura,2023,2º sem. de 2023,10,9,90.0
Tetraciclinas,Enterococcus Faecalis,Urocultura,2023,2º sem. de 2023,10,9,90.0
Vancomicina,Enterococcus Faecalis,Urocultura,2023,2º sem. de 2023,10,9,90.0
Amicacina,Staphylococcus Haemolyticus  ,Hemocultura,2023,2º sem. de 2023,15,13,87.0
Cefadroxil,Staphylococcus Haemolyticus  ,Hemocultura,2023,2º sem. de 2023,15,13,87.0
Ceftaroline,Staphylococcus Haemolyticus  ,Hemocultura,2023,2º sem. de 2023,15,13,87.0
Ciprofloxacina,Staphylococcus Haemolyticus  ,Hemocultura,2023,2º sem. de 2023,15,13,87.0
Clindamicina,Staphylococcus Haemolyticus  ,Hemocultura,2023,2º sem. de 2023,15,13,87.0
Ertapenem,Staphylococcus Haemolyticus  ,Hemocultura,2023,2º sem. de 2023,15,13,87.0
Linezolida,Staphylococcus Haemolyticus  ,Hemocultura,2023,2º sem. de 2023,15,13,87.0
Oxacilina,Staphylococcus Haemolyticus  ,Hemocultura,2023,2º sem. de 2023,15,13,87.0
Penicilina ,Staphylococcus Haemolyticus  ,Hemocultura,2023,2º sem. de 2023,15,13,87.0
Rifampicina,Staphylococcus Haemolyticus  ,Hemocultura,2023,2º sem. de 2023,15,13,87.0
Smx-Tmp,Staphylococcus Haemolyticus  ,Hemocultura,2023,2º sem. de 2023,15,13,87.0
Teicoplanina,Staphylococcus Haemolyticus  ,Hemocultura,2023,2º sem. de 2023,15,13,87.0
Tetraciclinas,Staphylococcus Haemolyticus  ,Hemocultura,2023,2º sem. de 2023,15,13,87.0
Tobramicina,Staphylococcus Haemolyticus  ,Hemocultura,2023,2º sem. de 2023,15,13,87.0
Vancomicina,Staphylococcus Haemolyticus  ,Hemocultura,2023,2º sem. de 2023,15,13,87.0
Ampicilina,Staphylococcus Aureus,Hemocultura,2023,2º sem. de 2023,14,10,71.0
Cefadroxil,Staphylococcus Aureus,Hemocultura,2023,2º sem. de 2023,14,10,71.0
Ceftaroline,Staphylococcus Aureus,Hemocultura,2023,2º sem. de 2023,14,10,71.0
Ciprofloxacina,Staphylococcus Aureus,Hemocultura,2023,2º sem. de 2023,14,10,71.0
Clindamicina,Staphylococcus Aureus,Hemocultura,2023,2º sem. de 2023,14,10,71.0
Eritromicina,Staphylococcus Aureus,Hemocultura,2023,2º sem. de 2023,14,10,71.0
Linezolida,Staphylococcus Aureus,Hemocultura,2023,2º sem. de 2023,14,10,71.0
Oxacilina,Staphylococcus Aureus,Hemocultura,2023,2º sem. de 2023,14,10,71.0
Penicilina ,Staphylococcus Aureus,Hemocultura,2023,2º sem. de 2023,14,10,71.0
Rifampicina,Staphylococcus Aureus,Hemocultura,2023,2º sem. de 2023,14,10,71.0
Smx-Tmp,Staphylococcus Aureus,Hemocultura,2023,2º sem. de 2023,14,10,71.0
Teicoplanina,Staphylococcus Aureus,Hemocultura,2023,2º sem. de 2023,14,10,71.0
Tobramicina,Staphylococcus Aureus,Hemocultura,2023,2º sem. de 2023,14,10,71.0
Vancomicina,Staphylococcus Aureus,Hemocultura,2023,2º sem. de 2023,14,10,71.0
Ampicilina,Staphylococcus Aureus,Hemocultura,2023,2º sem. de 2023,15,10,67.0
Cefadroxil,Staphylococcus Aureus,Hemocultura,2023,2º sem. de 2023,15,10,67.0
Ceftaroline,Staphylococcus Aureus,Hemocultura,2023,2º sem. de 2023,15,10,67.0
Ciprofloxacina,Staphylococcus Aureus,Hemocultura,2023,2º sem. de 2023,15,10,67.0
Clindamicina,Staphylococcus Aureus,Hemocultura,2023,2º sem. de 2023,15,10,67.0
Eritromicina,Staphylococcus Aureus,Hemocultura,2023,2º sem. de 2023,15,10,67.0
Linezolida,Staphylococcus Aureus,Hemocultura,2023,2º sem. de 2023,15,10,67.0
Oxacilina,Staphylococcus Aureus,Hemocultura,2023,2º sem. de 2023,15,10,67.0
Penicilina ,Staphylococcus Aureus,Hemocultura,2023,2º sem. de 2023,15,10,67.0
Rifampicina,Staphylococcus Aureus,Hemocultura,2023,2º sem. de 2023,15,10,67.0
Smx-Tmp,Staphylococcus Aureus,Hemocultura,2023,2º sem. de 2023,15,10,67.0
Teicoplanina,Staphylococcus Aureus,Hemocultura,2023,2º sem. de 2023,15,10,67.0
Tetraciclinas,Staphylococcus Aureus,Hemocultura,2023,2º sem. de 2023,15,10,67.0
Tobramicina,Staphylococcus Aureus,Hemocultura,2023,2º sem. de 2023,15,10,67.0
Vancomicina,Staphylococcus Aureus,Hemocultura,2023,2º sem. de 2023,15,10,67.0
Ampicilina,Staphylococcus Aureus,Hemocultura,2023,2º sem. de 2023,15,10,67.0
Cefadroxil,Staphylococcus Aureus,Hemocultura,2023,2º sem. de 2023,15,10,67.0
Ceftaroline,Staphylococcus Aureus,Hemocultura,2023,2º sem. de 2023,15,10,67.0
Ciprofloxacina,Staphylococcus Aureus,Hemocultura,2023,2º sem. de 2023,15,10,67.0
Clindamicina,Staphylococcus Aureus,Hemocultura,2023,2º sem. de 2023,15,10,67.0
Eritromicina,Staphylococcus Aureus,Hemocultura,2023,2º sem. de 2023,15,10,67.0
Linezolida,Staphylococcus Aureus,Hemocultura,2023,2º sem. de 2023,15,10,67.0
Oxacilina,Staphylococcus Aureus,Hemocultura,2023,2º sem. de 2023,15,10,67.0
Penicilina ,Staphylococcus Aureus,Hemocultura,2023,2º sem. de 2023,15,10,67.0
Rifampicina,Staphylococcus Aureus,Hemocultura,2023,2º sem. de 2023,15,10,67.0
Smx-Tmp,Staphylococcus Aureus,Hemocultura,2023,2º sem. de 2023,15,10,67.0
Teicoplanina,Staphylococcus Aureus,Hemocultura,2023,2º sem. de 2023,15,10,67.0
Tetraciclinas,Staphylococcus Aureus,Hemocultura,2023,2º sem. de 2023,15,10,67.0
Tobramicina,Staphylococcus Aureus,Hemocultura,2023,2º sem. de 2023,15,10,67.0
Vancomicina,Staphylococcus Aureus,Hemocultura,2023,2º sem. de 2023,15,10,67.0
Ampicilina,Staphylococcus Aureus,Diversos,2023,2º sem. de 2023,13,8,62.0
Cefadroxil,Staphylococcus Aureus,Diversos,2023,2º sem. de 2023,13,8,62.0
Ceftaroline,Staphylococcus Aureus,Diversos,2023,2º sem. de 2023,13,8,62.0
Clindamicina,Staphylococcus Aureus,Diversos,2023,2º sem. de 2023,13,8,62.0
Eritromicina,Staphylococcus Aureus,Diversos,2023,2º sem. de 2023,13,8,62.0
Linezolida,Staphylococcus Aureus,Diversos,2023,2º sem. de 2023,13,8,62.0
Oxacilina,Staphylococcus Aureus,Diversos,2023,2º sem. de 2023,13,8,62.0
Penicilina ,Staphylococcus Aureus,Diversos,2023,2º sem. de 2023,13,8,62.0
Smx-Tmp,Staphylococcus Aureus,Diversos,2023,2º sem. de 2023,13,8,62.0
Teicoplanina,Staphylococcus Aureus,Diversos,2023,2º sem. de 2023,13,8,62.0
Tetraciclinas,Staphylococcus Aureus,Diversos,2023,2º sem. de 2023,13,8,62.0
Tobramicina,Staphylococcus Aureus,Diversos,2023,2º sem. de 2023,13,8,62.0
Vancomicina,Staphylococcus Aureus,Diversos,2023,2º sem. de 2023,13,8,62.0
Amicacina,Escherichia Coli,Fragmento Não Osseo,2023,1º sem. de 2023,17,7,41.0
Ampicilina,Escherichia Coli,Fragmento Não Osseo,2023,1º sem. de 2023,17,7,41.0
Aztreonam,Escherichia Coli,Fragmento Não Osseo,2023,1º sem. de 2023,17,7,41.0
Cefepime,Escherichia Coli,Fragmento Não Osseo,2023,1º sem. de 2023,17,7,41.0
Cefotaxima,Escherichia Coli,Fragmento Não Osseo,2023,1º sem. de 2023,17,7,41.0
Ceftazidime/Avbactam,Escherichia Coli,Fragmento Não Osseo,2023,1º sem. de 2023,17,7,41.0
Ceftriaxona,Escherichia Coli,Fragmento Não Osseo,2023,1º sem. de 2023,17,7,41.0
Ciprofloxacina,Escherichia Coli,Fragmento Não Osseo,2023,1º sem. de 2023,17,7,41.0
Ertapenem,Escherichia Coli,Fragmento Não Osseo,2023,1º sem. de 2023,17,7,41.0
Gentamicina,Escherichia Coli,Fragmento Não Osseo,2023,1º sem. de 2023,17,7,41.0
Imipenem,Escherichia Coli,Fragmento Não Osseo,2023,1º sem. de 2023,17,7,41.0
Levofloxacim,Escherichia Coli,Fragmento Não Osseo,2023,1º sem. de 2023,17,7,41.0
Meropenem,Escherichia Coli,Fragmento Não Osseo,2023,1º sem. de 2023,17,7,41.0
Piperacilina/Tozobactan,Escherichia Coli,Fragmento Não Osseo,2023,1º sem. de 2023,17,7,41.0
Smx-Tmp,Escherichia Coli,Fragmento Não Osseo,2023,1º sem. de 2023,17,7,41.0
Tigeciclina,Escherichia Coli,Fragmento Não Osseo,2023,1º sem. de 2023,17,7,41.0
Tobramicina,Escherichia Coli,Fragmento Não Osseo,2023,1º sem. de 2023,17,7,41.0
Amicacina,Escherichia Coli,Fragmento Não Osseo,2023,1º sem. de 2023,17,7,41.0
Ampicilina,Escherichia Coli,Fragmento Não Osseo,2023,1º sem. de 2023,17,7,41.0
Aztreonam,Escherichia Coli,Fragmento Não Osseo,2023,1º sem. de 2023,17,7,41.0
Cefepime,Escherichia Coli,Fragmento Não Osseo,2023,1º sem. de 2023,17,7,41.0
Cefotaxima,Escherichia Coli,Fragmento Não Osseo,2023,1º sem. de 2023,17,7,41.0
Ceftazidime/Avbactam,Escherichia Coli,Fragmento Não Osseo,2023,1º sem. de 2023,17,7,41.0
Ceftriaxona,Escherichia Coli,Fragmento Não Osseo,2023,1º sem. de 2023,17,7,41.0
Ciprofloxacina,Escherichia Coli,Fragmento Não Osseo,2023,1º sem. de 2023,17,7,41.0
Ertapenem,Escherichia Coli,Fragmento Não Osseo,2023,1º sem. de 2023,17,7,41.0
Gentamicina,Escherichia Coli,Fragmento Não Osseo,2023,1º sem. de 2023,17,7,41.0
Imipenem,Escherichia Coli,Fragmento Não Osseo,2023,1º sem. de 2023,17,7,41.0
Levofloxacim,Escherichia Coli,Fragmento Não Osseo,2023,1º sem. de 2023,17,7,41.0
Meropenem,Escherichia Coli,Fragmento Não Osseo,2023,1º sem. de 2023,17,7,41.0
Piperacilina/Tozobactan,Escherichia Coli,Fragmento Não Osseo,2023,1º sem. de 2023,17,7,41.0
Smx-Tmp,Escherichia Coli,Fragmento Não Osseo,2023,1º sem. de 2023,17,7,41.0
Tigeciclina,Escherichia Coli,Fragmento Não Osseo,2023,1º sem. de 2023,17,7,41.0
Tobramicina,Escherichia Coli,Fragmento Não Osseo,2023,1º sem. de 2023,17,7,41.0
Amicacina,Pseudomonas Aeruginosa,Secreção Traqueal,2023,2º sem. de 2023,12,4,33.0
Aztreonam,Pseudomonas Aeruginosa,Secreção Traqueal,2023,2º sem. de 2023,12,4,33.0
Cefepime,Pseudomonas Aeruginosa,Secreção Traqueal,2023,2º sem. de 2023,12,4,33.0
Ceftazidima,Pseudomonas Aeruginosa,Secreção Traqueal,2023,2º sem. de 2023,12,4,33.0
Ceftazidime/Avbactam,Pseudomonas Aeruginosa,Secreção Traqueal,2023,2º sem. de 2023,12,4,33.0
Ciprofloxacina,Pseudomonas Aeruginosa,Secreção Traqueal,2023,2º sem. de 2023,12,4,33.0
Gentamicina,Pseudomonas Aeruginosa,Secreção Traqueal,2023,2º sem. de 2023,12,4,33.0
Imipenem,Pseudomonas Aeruginosa,Secreção Traqueal,2023,2º sem. de 2023,12,4,33.0
Levofloxacim,Pseudomonas Aeruginosa,Secreção Traqueal,2023,2º sem. de 2023,12,4,33.0
Meropenem,Pseudomonas Aeruginosa,Secreção Traqueal,2023,2º sem. de 2023,12,4,33.0
Piperacilina/Tozobactan,Pseudomonas Aeruginosa,Secreção Traqueal,2023,2º sem. de 2023,12,4,33.0
Tobramicina,Pseudomonas Aeruginosa,Secreção Traqueal,2023,2º sem. de 2023,12,4,33.0
Amicacina,Pseudomonas Aeruginosa,Secreção Traqueal,2023,2º sem. de 2023,12,1,8.0
Aztreonam,Pseudomonas Aeruginosa,Secreção Traqueal,2023,2º sem. de 2023,12,1,8.0
Cefepime,Pseudomonas Aeruginosa,Secreção Traqueal,2023,2º sem. de 2023,12,1,8.0
Ceftazidima,Pseudomonas Aeruginosa,Secreção Traqueal,2023,2º sem. de 2023,12,1,8.0
Ciprofloxacina,Pseudomonas Aeruginosa,Secreção Traqueal,2023,2º sem. de 2023,12,1,8.0
Gentamicina,Pseudomonas Aeruginosa,Secreção Traqueal,2023,2º sem. de 2023,12,1,8.0
Imipenem,Pseudomonas Aeruginosa,Secreção Traqueal,2023,2º sem. de 2023,12,1,8.0
Levofloxacim,Pseudomonas Aeruginosa,Secreção Traqueal,2023,2º sem. de 2023,12,1,8.0
Meropenem,Pseudomonas Aeruginosa,Secreção Traqueal,2023,2º sem. de 2023,12,1,8.0
Piperacilina/Tozobactan,Pseudomonas Aeruginosa,Secreção Traqueal,2023,2º sem. de 2023,12,1,8.0
Polimixina,Pseudomonas Aeruginosa,Secreção Traqueal,2023,2º sem. de 2023,12,1,8.0
Tobramicina,Pseudomonas Aeruginosa,Secreção Traqueal,2023,2º sem. de 2023,12,1,8.0
Ampicilina,Staphylococcus Aureus,Hemocultura,2023,2º sem. de 2023,15,8,53.0
Cefadroxil,Staphylococcus Aureus,Hemocultura,2023,2º sem. de 2023,15,8,53.0
Ceftaroline,Staphylococcus Aureus,Hemocultura,2023,2º sem. de 2023,15,8,53.0
Ciprofloxacina,Staphylococcus Aureus,Hemocultura,2023,2º sem. de 2023,15,8,53.0
Clindamicina,Staphylococcus Aureus,Hemocultura,2023,2º sem. de 2023,15,8,53.0
Eritromicina,Staphylococcus Aureus,Hemocultura,2023,2º sem. de 2023,15,8,53.0
Linezolida,Staphylococcus Aureus,Hemocultura,2023,2º sem. de 2023,15,8,53.0
Oxacilina,Staphylococcus Aureus,Hemocultura,2023,2º sem. de 2023,15,8,53.0
Penicilina ,Staphylococcus Aureus,Hemocultura,2023,2º sem. de 2023,15,8,53.0
Rifampicina,Staphylococcus Aureus,Hemocultura,2023,2º sem. de 2023,15,8,53.0
Smx-Tmp,Staphylococcus Aureus,Hemocultura,2023,2º sem. de 2023,15,8,53.0
Teicoplanina,Staphylococcus Aureus,Hemocultura,2023,2º sem. de 2023,15,8,53.0
